index,location,price,floor,area,is_furnished,rooms
684973458,Есильский,230000,2,52.0,полностью,3
686759165,Есильский,180000,3,40.0,полностью,1
684659121,Есильский,550000,11,120.0,полностью,4
688079007,Нура,210000,9,50.0,полностью,4
678208343,Есильский,280000,8,68.0,полностью,2
679696223,Есильский,200000,1,40.0,полностью,2
688563016,Есильский,200000,14,43.0,полностью,4
688562908,Есильский,200000,5,40.0,полностью,5
688562407,Есильский,170000,5,56.0,полностью,1
678771832,Есильский,190000,2,35.0,полностью,3
688044506,Есильский,220000,5,48.5,полностью,4
687057456,Сарыарка,500000,10,160.0,полностью,5
680077896,Есильский,300000,7,60.0,полностью,2
681271695,Алматы,200000,3,57.6,частично,2
687977252,Нура,150000,4,39.0,полностью,1
687069189,Сарыарка,120000,2,25.0,частично,2
679334838,Есильский,230000,5,46.0,полностью,2
687547329,Есильский,220000,6,51.0,полностью,1
680344221,Есильский,200000,8,38.0,полностью,1
679359227,Есильский,190000,11,55.0,полностью,3
681971145,Есильский,250000,21,50.0,полностью,2
681364016,Астана,180000,12,40.0,полностью,2
688561877,Алматы,150000,4,40.0,полностью,1
686986090,Нура,500000,3,121.0,полностью,1
681733079,Есильский,300000,17,45.0,полностью,2
688561304,Байконур,140000,5,43.0,частично,1
687211191,Есильский,310000,17,75.0,полностью,1
688058762,Есильский,260000,4,45.0,полностью,4
672365632,Байконур,290000,3,70.0,полностью,1
687377541,Сарыарка,400000,11,64.0,полностью,2
673555252,Есильский,170000,10,41.0,полностью,1
683234666,Есильский,300000,7,52.0,полностью,1
688561636,Есильский,250000,5,85.0,полностью,2
688486692,Алматы,160000,2,43.0,полностью,1
688561387,Алматы,200000,5,53.0,полностью,1
680258657,Есильский,320000,9,40.0,полностью,1
688560964,Алматы,130000,2,24.5,полностью,1
687889926,Алматы,180000,4,70.0,полностью,4
682031016,Есильский,350000,8,140.0,полностью,2
688389166,Нура,160000,4,30.0,частично,1
678564229,Алматы,250000,8,50.0,полностью,2
688097922,Нура,160000,9,38.2,полностью,2
683819021,Есильский,260000,8,63.0,полностью,1
688230812,Есильский,250000,10,76.0,полностью,4
679658166,Астана,450000,7,100.0,полностью,1
683111795,Есильский,200000,20,51.0,полностью,1
688561102,Есильский,200000,8,47.0,полностью,3
688494595,Есильский,180000,17,50.0,полностью,2
688553758,Нура,180000,6,45.0,без мебели,4
688560899,Алматы,150000,5,37.0,полностью,2
686099929,Алматы,160000,2,39.0,полностью,2
688560461,Есильский,140000,5,45.0,полностью,1
688560339,Нура,180000,6,40.0,полностью,2
686172171,Есильский,270000,16,55.0,полностью,1
688560169,Алматы,180000,6,41.0,полностью,2
687888846,Есильский,220000,2,35.0,полностью,1
687888608,Есильский,230000,6,70.0,полностью,4
688136395,Сарыарка,190000,1,44.5,полностью,2
687913140,Нура,180000,8,40.0,полностью,2
688560089,Есильский,200000,3,60.0,полностью,1
681867363,Есильский,220000,6,40.0,полностью,1
688559651,Сарыарка,170000,5,44.0,без мебели,1
688559276,Алматы,170000,12,57.0,частично,1
686549141,Есильский,220000,4,39.0,полностью,1
687524382,Сарыарка,170000,5,55.0,частично,4
686875402,Байконур,320000,18,131.0,полностью,2
688559490,Нура,150000,4,60.0,полностью,3
688223160,Алматы,220000,3,46.0,полностью,1
685499977,Алматы,180000,2,44.0,полностью,1
688391218,Есильский,200000,14,38.0,полностью,2
687600644,Алматы,250000,11,70.0,полностью,1
679460407,Астана,450000,6,96.0,полностью,2
681145571,Есильский,190000,7,36.0,полностью,1
670611888,Сарыарка,200000,2,45.0,полностью,1
687611168,Алматы,250000,3,90.0,полностью,1
687725267,Сарыарка,250000,4,48.0,полностью,3
688220778,Есильский,250000,10,80.0,полностью,2
47635000,Астана,220000,7,39.0,полностью,1
688558684,Есильский,200000,6,50.0,полностью,2
682955448,Есильский,250000,2,40.0,полностью,2
673230053,Сарыарка,1500000,36,292.2,полностью,3
681312110,Сарыарка,450000,8,119.0,полностью,2
686836713,Алматы,400000,3,75.0,полностью,1
688558181,Есильский,160000,8,31.0,полностью,3
688557851,Сарыарка,150000,1,41.0,полностью,2
51108203,Сарыарка,380000,7,130.0,полностью,2
688557690,Сарыарка,150000,7,50.0,полностью,1
680827341,Алматы,250000,9,62.0,полностью,1
688557407,Нура,400000,4,94.0,полностью,2
687031059,Алматы,120000,7,38.0,частично,3
680371846,Сарыарка,135000,10,30.0,частично,1
687193721,Алматы,350000,8,76.0,полностью,1
669280817,Алматы,450000,18,98.0,полностью,1
688557379,Нура,300000,17,113.5,без мебели,2
684572307,Астана,220000,7,70.0,полностью,1
679044857,Алматы,200000,11,55.0,полностью,3
688221121,Есильский,180000,7,40.0,полностью,2
666824617,Сарыарка,220000,5,70.0,полностью,2
687036055,Байконур,200000,15,94.0,полностью,1
688468883,Алматы,230000,13,53.0,полностью,1
688557016,Нура,230000,5,48.0,частично,1
687705592,Алматы,175000,5,62.0,частично,2
682799830,Алматы,350000,6,52.0,полностью,1
679672855,Есильский,200000,6,50.0,полностью,1
680820772,Сарыарка,230000,2,70.0,полностью,2
679009457,Есильский,270000,6,53.2,полностью,1
678223372,Есильский,150000,9,38.0,полностью,1
688388457,Есильский,300000,3,95.0,полностью,2
688053601,Нура,250000,5,41.0,полностью,1
688067861,Есильский,170000,7,40.0,полностью,2
687884370,Есильский,380000,1,71.0,полностью,1
676335744,Астана,450000,20,130.0,полностью,2
671161100,Алматы,300000,2,82.0,полностью,2
682985092,Алматы,160000,7,40.0,полностью,1
682417706,Есильский,180000,6,55.0,полностью,1
687361033,Алматы,200000,5,59.0,полностью,3
685798314,Нура,500000,2,40.0,полностью,2
679056279,Есильский,220000,4,75.0,полностью,2
681162674,Есильский,190000,2,36.0,полностью,1
688555410,Байконур,160000,7,65.0,полностью,1
678091514,Есильский,200000,5,39.0,полностью,2
688555254,Есильский,230000,3,39.0,полностью,3
688387606,Алматы,400000,21,48.0,полностью,1
683085762,Есильский,280000,10,50.0,полностью,1
688555136,Есильский,150000,5,25.0,полностью,3
688233300,Есильский,220000,8,60.0,полностью,2
681705830,Есильский,230000,2,48.0,полностью,2
682612527,Есильский,300000,3,81.0,полностью,1
687799355,Есильский,260000,9,40.0,полностью,2
688554747,Есильский,450000,2,122.0,полностью,2
688004217,Есильский,350000,3,68.0,полностью,5
686991556,Сарыарка,150000,7,42.0,полностью,4
688554334,Байконур,800000,10,350.0,без мебели,3
681816164,Алматы,450000,1,122.5,частично,1
676600106,Сарыарка,280000,20,58.0,полностью,3
688554273,Есильский,400000,7,75.0,полностью,1
685631571,Есильский,170000,7,38.0,полностью,2
688400600,Есильский,175000,11,67.0,без мебели,3
685613442,Есильский,1500000,3,200.0,полностью,1
687836016,Есильский,150000,1,31.5,без мебели,1
688400629,Алматы,120000,1,36.0,без мебели,2
687152248,Есильский,300000,3,62.0,полностью,3
688377549,Есильский,200000,7,39.0,полностью,3
687636968,Нура,2700000,10,150.0,полностью,2
688385900,Есильский,160000,7,40.0,частично,2
669948282,Есильский,390000,6,118.0,полностью,1
673479298,Есильский,350000,10,78.0,полностью,2
688553379,Астана,300000,4,58.0,полностью,3
688553378,Байконур,165000,5,40.0,полностью,2
687060602,Есильский,100000,6,33.0,без мебели,2
687594647,Байконур,800000,11,345.0,частично,2
687369641,Алматы,380000,17,160.0,полностью,2
688552552,Нура,180000,2,60.0,полностью,1
688383400,Есильский,200000,7,45.0,полностью,2
688552513,Есильский,180000,8,40.0,полностью,2
688552517,Есильский,200000,6,60.0,полностью,1
688216192,Нура,250000,6,100.0,полностью,3
681287646,Алматы,280000,20,112.0,полностью,1
680712981,Есильский,170000,7,38.2,частично,1
685591372,Алматы,180000,5,75.0,полностью,3
688551600,Есильский,150000,6,40.0,полностью,3
48151536,Сарыарка,50000,7,18.2,полностью,4
682247702,Есильский,180000,3,65.0,полностью,1
664185195,Астана,230000,19,53.0,полностью,2
685006780,Есильский,350000,8,80.0,полностью,2
686955963,Алматы,200000,8,56.0,полностью,1
674421585,Сарыарка,200000,4,75.0,полностью,2
685609683,Нура,250000,8,100.0,полностью,1
688550849,Есильский,150000,7,40.0,полностью,2
682434626,Есильский,250000,11,44.0,полностью,1
688550899,Есильский,190000,5,40.0,полностью,1
688550862,Есильский,180000,5,60.0,полностью,2
688550759,Есильский,180000,6,40.0,полностью,2
688550760,Алматы,230000,16,110.0,полностью,1
688550785,Есильский,4700000,35,325.0,полностью,2
688550505,Есильский,170000,7,58.0,полностью,1
688550661,Есильский,230000,7,70.0,полностью,2
684707779,Есильский,130000,8,30.0,полностью,1
688335326,Есильский,500000,20,111.0,полностью,3
688214290,Нура,210000,7,39.0,полностью,2
688230703,Алматы,170000,3,37.0,полностью,1
679083987,Есильский,950000,8,107.0,полностью,6
686722824,Есильский,230000,2,54.0,полностью,4
688383298,Астана,140000,2,36.0,полностью,2
688550225,Сарыарка,170000,4,30.0,полностью,2
688472434,Алматы,180000,4,60.0,частично,1
688383125,Алматы,200000,6,54.5,частично,2
671111005,Есильский,160000,3,57.0,полностью,5
688529406,Есильский,200000,3,55.0,полностью,1
688550176,Есильский,200000,4,56.0,полностью,1
688550125,Астана,150000,8,45.0,полностью,2
688549827,Алматы,160000,7,40.0,полностью,1
671395924,Есильский,280000,2,75.0,полностью,3
668017460,Есильский,180000,6,40.0,полностью,1
688549934,Сарыарка,150000,12,40.0,полностью,3
683951427,Есильский,210000,4,54.0,полностью,2
688549750,Сарыарка,140000,4,40.0,полностью,1
688354132,Алматы,200000,5,60.0,полностью,1
688549692,Есильский,190000,7,62.0,полностью,1
688549752,Алматы,1600000,17,245.0,полностью,6
688547755,Алматы,220000,4,65.0,полностью,4
688444017,Есильский,190000,2,70.0,частично,2
683971794,Сарыарка,250000,2,56.0,полностью,1
688549595,Сарыарка,140000,12,40.0,полностью,1
679905532,Сарыарка,280000,15,57.0,полностью,2
685463380,Есильский,150000,7,38.0,полностью,4
685473344,Есильский,400000,11,70.0,полностью,3
688549408,Алматы,140000,6,40.0,полностью,1
688378347,Есильский,250000,6,52.0,полностью,3
688382292,Нура,230000,8,60.0,полностью,3
687384380,Есильский,230000,1,50.0,полностью,1
687873928,Есильский,350000,4,57.0,полностью,2
677122819,Байконур,150000,1,51.0,полностью,2
676622045,Есильский,700000,7,110.0,полностью,3
681161095,Сарыарка,220000,5,55.0,полностью,2
686709110,Алматы,600000,6,145.0,полностью,3
688075115,Нура,170000,7,40.0,полностью,1
680631942,Есильский,350000,19,44.0,полностью,2
685914706,Сарыарка,170000,11,46.0,полностью,1
686086542,Есильский,230000,7,65.2,частично,2
688548501,Есильский,300000,5,68.0,полностью,1
686146017,Есильский,280000,10,40.0,полностью,3
685750622,Есильский,180000,6,45.0,полностью,7
666269628,Есильский,650000,7,120.0,полностью,2
683652255,Алматы,1300000,15,164.0,полностью,3
688504573,Нура,140000,1,48.0,полностью,1
686022094,Алматы,250000,11,70.0,полностью,3
687056442,Есильский,350000,13,106.0,полностью,1
688398035,Есильский,160000,3,37.4,полностью,1
687802444,Сарыарка,120000,4,40.0,частично,3
687167483,Есильский,250000,11,47.0,полностью,2
688344065,Алматы,250000,9,66.0,полностью,1
683714324,Есильский,185000,6,46.0,полностью,1
686380990,Есильский,260000,5,65.0,полностью,2
681700700,Есильский,170000,9,45.0,полностью,2
688539579,Алматы,250000,3,76.0,полностью,2
688548253,Сарыарка,180000,11,60.0,полностью,2
679107906,Есильский,180000,9,38.0,полностью,2
688547948,Есильский,220000,4,52.0,полностью,1
685836219,Алматы,250000,3,70.0,частично,3
677459378,Есильский,290000,2,94.0,полностью,1
688547859,Есильский,150000,6,40.0,полностью,1
688523532,Байконур,200000,6,46.0,полностью,2
688547777,Есильский,250000,4,65.0,полностью,2
688547765,Есильский,240000,4,60.0,полностью,2
688547743,Есильский,270000,4,60.0,полностью,5
688547731,Алматы,200000,4,60.0,полностью,2
688547720,Есильский,220000,4,50.0,полностью,3
688547684,Алматы,200000,4,36.0,полностью,1
688547676,Сарыарка,170000,4,60.0,полностью,1
683546090,Есильский,500000,5,105.0,полностью,1
688547647,Есильский,170000,4,36.0,полностью,1
688547632,Сарыарка,130000,5,30.0,полностью,2
685326014,Есильский,200000,4,58.0,полностью,1
688547622,Есильский,150000,5,36.0,полностью,2
688547440,Есильский,200000,5,60.0,полностью,2
687025076,Есильский,315000,9,92.0,полностью,2
688152630,Нура,200000,3,56.0,частично,3
681769061,Байконур,180000,5,41.0,полностью,2
681559291,Алматы,530000,4,145.0,полностью,3
679963480,Есильский,230000,5,71.0,частично,3
674504354,Алматы,820000,12,176.1,полностью,3
678563143,Астана,230000,9,43.0,полностью,1
688058603,Алматы,350000,2,66.0,полностью,1
665728521,Алматы,370000,5,70.0,полностью,1
687471714,Сарыарка,40000,7,20.0,частично,2
688258374,Алматы,449000,1,106.0,полностью,2
688546825,Алматы,200000,5,67.0,частично,1
687707407,Есильский,450000,4,62.0,полностью,1
687239882,Алматы,200000,5,51.0,полностью,3
688218664,Есильский,370000,5,41.0,полностью,4
677466353,Сарыарка,150000,4,35.0,полностью,1
674836891,Алматы,120000,2,38.0,полностью,3
687551854,Есильский,130000,1,28.0,частично,2
686260959,Сарыарка,140000,2,30.0,полностью,1
675336035,Сарыарка,130000,11,36.0,полностью,2
688032151,Алматы,150000,6,43.0,полностью,2
687981548,Сарыарка,165000,5,30.0,частично,1
687193689,Есильский,260000,9,72.0,полностью,2
678521024,Алматы,850000,3,135.0,полностью,3
688206452,Нура,250000,3,96.0,без мебели,2
678597458,Есильский,250000,20,47.0,полностью,1
687778778,Есильский,500000,4,90.0,полностью,2
674507062,Сарыарка,230000,4,50.0,полностью,3
687518257,Есильский,850000,10,93.0,полностью,3
682429672,Сарыарка,450000,3,140.0,полностью,3
30656408,Есильский,400000,6,135.0,полностью,2
687872356,Есильский,240000,8,50.0,полностью,2
688378255,Нура,190000,9,70.0,полностью,2
686617275,Алматы,550000,2,130.0,полностью,2
679449202,Алматы,280000,5,52.0,полностью,2
687913396,Есильский,180000,6,43.0,полностью,2
680979783,Есильский,160000,9,42.0,полностью,1
674675186,Есильский,160000,1,30.0,полностью,2
688360493,Астана,330000,20,58.0,полностью,3
688356329,Астана,330000,7,48.0,полностью,1
688248763,Есильский,420000,31,115.0,полностью,1
688225026,Есильский,230000,11,60.0,полностью,2
688365420,Есильский,650000,10,132.4,полностью,1
688195449,Есильский,300000,3,88.0,полностью,3
688287186,Сарыарка,210000,7,75.4,полностью,2
687161031,Есильский,270000,1,59.0,полностью,2
678501649,Есильский,300000,2,58.0,полностью,3
687243875,Нура,250000,8,45.0,полностью,2
684643084,Нура,250000,4,81.0,полностью,4
688315133,Есильский,300000,11,41.0,полностью,1
688315666,Есильский,320000,11,46.0,полностью,2
688354250,Есильский,190000,2,42.0,частично,2
688411960,Алматы,1000000,5,140.0,полностью,1
687320308,Есильский,1650000,6,421.0,полностью,2
688554581,Есильский,250000,9,62.0,полностью,3
688501952,Сарыарка,190000,10,49.9,полностью,2
688531736,Есильский,200000,4,56.0,полностью,2
685043864,Есильский,500000,3,121.0,полностью,2
688520670,Есильский,190000,2,55.0,полностью,1
688074404,Есильский,300000,15,58.0,полностью,1
688406898,Сарыарка,250000,2,48.8,полностью,1
675070619,Алматы,600000,12,175.0,полностью,1
682260153,Есильский,180000,4,56.0,частично,1
688004474,Есильский,600000,20,120.0,полностью,1
688142944,Есильский,250000,12,49.0,полностью,1
688308122,Алматы,300000,7,75.0,полностью,2
688123727,Есильский,300000,3,80.0,полностью,4
684427319,Есильский,180000,7,50.0,полностью,2
688004024,Есильский,700000,16,130.0,полностью,2
684830815,Есильский,250000,9,44.0,полностью,3
687832207,Есильский,1500000,7,200.0,полностью,2
688501532,Есильский,400000,19,85.0,полностью,3
687858807,Есильский,400000,8,68.0,полностью,3
687749642,Есильский,300000,7,75.0,полностью,4
688402564,Есильский,650000,7,117.0,полностью,2
688361979,Есильский,300000,7,57.0,полностью,2
687806041,Есильский,450000,10,130.0,полностью,3
668300165,Алматы,450000,12,100.0,полностью,2
688438458,Астана,200000,4,54.0,полностью,1
688461936,Сарыарка,230000,9,102.0,полностью,1
686967668,Алматы,210000,6,40.0,полностью,1
679573937,Сарыарка,1500000,4,227.0,полностью,2
687690459,Алматы,500000,12,120.0,полностью,2
28431206,Алматы,900000,8,250.0,полностью,3
688541062,Нура,270000,4,54.0,полностью,2
678896883,Есильский,360000,5,80.0,полностью,3
688385063,Есильский,300000,6,70.0,полностью,3
688348992,Сарыарка,250000,3,30.0,полностью,2
678745889,Есильский,550000,6,95.0,полностью,2
688525440,Есильский,500000,7,100.0,полностью,2
682266694,Есильский,400000,10,105.0,полностью,1
688291086,Алматы,370000,2,84.0,частично,3
688467159,Сарыарка,145000,3,38.0,полностью,2
688520775,Есильский,280000,6,78.0,полностью,2
671053960,Алматы,300000,7,75.0,полностью,1
688542230,Алматы,180000,7,46.0,полностью,4
688349754,Есильский,350000,6,75.0,полностью,6
688537073,Алматы,150000,8,45.0,полностью,2
687810952,Алматы,300000,7,75.0,полностью,1
688499200,Нура,230000,10,60.0,полностью,3
688525688,Есильский,190000,2,50.0,полностью,2
681226320,Есильский,185000,9,40.0,полностью,2
688497699,Алматы,500000,6,100.0,полностью,2
687602349,Байконур,200000,2,72.0,полностью,4
683602758,Есильский,155000,15,38.0,полностью,2
688522279,Алматы,350000,5,80.0,полностью,1
687979122,Есильский,350000,5,130.0,частично,4
687911075,Алматы,300000,9,75.2,полностью,2
688524395,Есильский,300000,4,100.0,полностью,2
680906590,Есильский,220000,4,70.0,полностью,2
688537068,Есильский,280000,2,58.0,полностью,1
688485099,Алматы,150000,4,70.0,полностью,3
688369551,Алматы,450000,23,90.0,полностью,1
688527553,Сарыарка,130000,10,40.0,полностью,4
687750516,Алматы,300000,7,80.0,полностью,2
688239302,Астана,300000,5,90.0,полностью,2
687764345,Есильский,300000,8,75.0,полностью,2
680888480,Алматы,850000,18,148.0,полностью,3
676004865,Алматы,230000,2,90.0,полностью,2
688528345,Есильский,270000,4,53.0,полностью,3
687889830,Алматы,150000,4,43.0,полностью,4
688516698,Есильский,200000,4,61.0,полностью,2
688529637,Есильский,250000,2,63.0,полностью,3
678244092,Есильский,400000,8,80.0,полностью,1
688465295,Есильский,180000,6,65.0,полностью,5
685215164,Нура,200000,3,42.0,полностью,3
688441246,Нура,260000,9,38.0,полностью,5
688032655,Алматы,350000,28,95.0,полностью,2
688527194,Есильский,90000,3,28.0,полностью,2
688531583,Есильский,195000,9,48.0,полностью,2
663944473,Астана,480000,16,260.0,полностью,1
688238582,Есильский,250000,2,54.0,полностью,3
687862624,Есильский,500000,4,130.0,полностью,3
684282654,Есильский,180000,8,38.5,полностью,4
688448068,Есильский,230000,2,78.0,полностью,3
688536289,Сарыарка,160000,7,50.0,полностью,1
687096412,Алматы,250000,10,55.0,полностью,3
688257410,Алматы,270000,5,75.0,полностью,3
688527252,Байконур,170000,9,40.0,полностью,2
688505583,Нура,150000,3,45.0,полностью,2
688536667,Есильский,400000,2,44.0,полностью,2
688421842,Алматы,150000,8,40.0,полностью,2
687919725,Есильский,160000,4,60.0,полностью,2
688536988,Есильский,280000,5,50.0,полностью,2
688422917,Алматы,230000,3,80.0,полностью,1
688522142,Байконур,300000,4,120.0,полностью,3
688423114,Есильский,210000,3,43.8,полностью,2
688520435,Есильский,200000,4,56.0,полностью,1
688474213,Сарыарка,140000,3,38.0,полностью,3
683329506,Алматы,500000,4,144.0,полностью,2
683330633,Алматы,260000,12,50.0,полностью,3
682291475,Байконур,190000,2,60.0,полностью,4
688257282,Есильский,250000,19,43.0,полностью,2
688312470,Есильский,180000,3,40.0,полностью,2
686186339,Есильский,1100000,2,230.0,полностью,2
688499600,Есильский,330000,5,68.0,полностью,3
688524464,Алматы,150000,4,76.5,полностью,2
682933304,Есильский,230000,2,44.0,полностью,3
687760704,Алматы,500000,7,140.0,полностью,2
671613173,Астана,600000,2,90.0,полностью,4
688477044,Есильский,250000,9,55.0,полностью,2
687779972,Алматы,300000,7,80.0,полностью,2
681257314,Есильский,300000,7,64.0,полностью,1
688446148,Алматы,300000,7,82.0,полностью,2
687780454,Есильский,350000,7,160.0,полностью,2
687749000,Есильский,250000,7,75.0,полностью,2
687760325,Есильский,200000,7,70.0,полностью,2
684238847,Есильский,250000,7,65.0,полностью,1
664205171,Астана,1000000,3,220.0,полностью,1
687795224,Есильский,280000,7,55.0,полностью,3
687835435,Есильский,450000,8,120.0,полностью,1
688527814,Сарыарка,250000,5,46.0,полностью,2
688500011,Нура,250000,4,63.0,полностью,6
688527819,Сарыарка,140000,12,40.0,полностью,1
678799920,Есильский,260000,6,65.0,полностью,4
688528683,Алматы,250000,9,80.0,полностью,1
688475427,Есильский,165000,10,60.0,полностью,1
688501418,Байконур,140000,9,40.0,полностью,3
688489422,Алматы,200000,1,60.0,полностью,2
688122701,Алматы,300000,1,47.0,полностью,3
28431249,Алматы,400000,12,140.0,полностью,2
687994152,Сарыарка,130000,11,37.0,без мебели,2
684765372,Алматы,150000,16,40.0,полностью,2
685635841,Алматы,180000,1,40.42,полностью,1
688372879,Есильский,400000,4,108.0,полностью,2
661953568,Алматы,1000000,10,213.0,полностью,2
688362828,Есильский,280000,4,63.0,полностью,1
688258045,Есильский,250000,6,48.0,полностью,1
688492106,Сарыарка,180000,7,50.0,полностью,1
677743168,Сарыарка,150000,7,38.0,полностью,1
688313949,Байконур,250000,3,58.0,полностью,3
688488531,Алматы,250000,2,84.0,полностью,2
675618212,Есильский,1100000,9,170.0,полностью,2
684268520,Есильский,200000,4,41.0,полностью,2
687083860,Есильский,300000,7,125.0,полностью,3
687814891,Есильский,400000,5,88.0,полностью,2
688468230,Есильский,230000,11,63.0,полностью,4
687862939,Есильский,450000,8,120.0,полностью,1
671435658,Алматы,300000,24,70.0,полностью,3
688542546,Алматы,230000,2,60.0,полностью,2
675020273,Есильский,350000,8,70.0,полностью,1
688465254,Алматы,220000,1,50.0,полностью,4
688503336,Есильский,250000,4,60.0,полностью,2
682078818,Есильский,300000,6,57.0,полностью,2
686220354,Есильский,270000,6,60.0,полностью,2
688527930,Сарыарка,155000,7,50.0,полностью,2
686985886,Есильский,200000,8,45.0,полностью,4
688524534,Сарыарка,170000,5,61.0,полностью,2
688546331,Есильский,220000,5,70.0,полностью,2
665809986,Сарыарка,270000,9,74.0,полностью,2
688546313,Есильский,220000,5,71.0,полностью,4
670803184,Есильский,180000,11,50.0,полностью,4
687892047,Есильский,250000,3,64.0,полностью,2
688545771,Нура,170000,8,38.0,полностью,2
676116833,Есильский,300000,7,41.0,полностью,2
685645737,Есильский,280000,8,55.0,полностью,3
678402756,Есильский,220000,6,49.0,полностью,3
679034999,Алматы,300000,7,63.0,полностью,2
680128160,Есильский,180000,4,40.0,полностью,2
680026147,Алматы,400000,7,67.0,полностью,2
681516923,Есильский,250000,3,40.0,полностью,4
674326335,Есильский,185000,5,55.0,полностью,2
688545403,Есильский,190000,7,40.0,полностью,3
688545385,Алматы,138000,6,33.0,полностью,2
688545120,Алматы,380000,8,70.0,полностью,2
683450961,Есильский,280000,9,93.0,полностью,1
686429205,Есильский,220000,12,46.0,полностью,2
688544939,Алматы,140000,1,34.0,полностью,3
660421948,Есильский,165000,7,35.0,полностью,1
671630654,Астана,250000,12,48.2,полностью,3
684850598,Есильский,280000,1,69.0,полностью,1
688060780,Есильский,170000,9,38.0,полностью,3
686662336,Есильский,160000,13,33.4,полностью,1
688544369,Байконур,200000,4,70.0,полностью,1
688544157,Есильский,300000,10,50.0,полностью,1
688543897,Есильский,500000,4,211.0,полностью,3
686226643,Сарыарка,200000,5,54.0,полностью,1
686794783,Нура,230000,9,54.0,полностью,2
688543711,Есильский,250000,7,55.0,полностью,5
688376716,Байконур,200000,4,56.0,полностью,2
682933755,Есильский,180000,4,51.0,полностью,2
674302557,Есильский,400000,20,140.0,полностью,2
681514287,Сарыарка,330000,6,37.0,полностью,1
688543421,Нура,180000,12,33.4,полностью,3
684746175,Есильский,180000,3,40.0,полностью,2
688376291,Есильский,180000,15,44.0,полностью,4
678398333,Алматы,170000,4,36.0,полностью,1
688543036,Есильский,180000,9,47.0,полностью,2
688376242,Нура,250000,3,41.0,полностью,2
685871850,Есильский,300000,2,48.0,полностью,2
687100738,Есильский,290000,7,85.0,частично,3
688542600,Есильский,150000,3,40.0,полностью,2
688542563,Сарыарка,250000,16,91.0,полностью,2
673546912,Есильский,200000,4,61.0,полностью,2
688106231,Есильский,400000,3,81.0,полностью,1
686744381,Есильский,190000,2,40.0,полностью,2
683618212,Алматы,130000,13,48.0,полностью,2
688541979,Есильский,180000,4,43.0,полностью,3
688542081,Есильский,180000,3,44.0,полностью,2
688542048,Есильский,180000,5,45.0,полностью,2
688542025,Есильский,200000,4,45.0,полностью,2
688541963,Есильский,180000,4,43.0,полностью,1
679842186,Есильский,200000,4,41.0,полностью,1
688539349,Есильский,170000,5,39.0,полностью,2
688541334,Алматы,150000,2,47.0,полностью,2
686622586,Есильский,230000,7,61.3,полностью,2
686467947,Есильский,350000,18,75.0,полностью,2
678106345,Алматы,180000,7,42.0,полностью,1
688151681,Нура,400000,12,98.0,полностью,2
688221404,Есильский,800000,3,120.0,полностью,1
56875046,Есильский,185000,5,46.0,полностью,1
687742174,Нура,200000,17,41.0,частично,2
686381209,Есильский,200000,3,40.0,полностью,2
680924889,Алматы,450000,2,109.0,полностью,2
687390620,Есильский,350000,3,40.0,полностью,1
679640315,Есильский,250000,7,43.0,полностью,2
681376783,Есильский,160000,2,44.0,полностью,2
688540798,Нура,300000,4,70.0,полностью,1
688373638,Нура,200000,6,100.0,полностью,1
688540608,Есильский,220000,4,40.0,полностью,1
688161935,Есильский,350000,7,75.0,полностью,2
688540191,Алматы,400000,17,50.0,полностью,3
685007888,Есильский,200000,5,40.0,полностью,2
688377054,Есильский,350000,6,50.0,полностью,1
688145545,Алматы,250000,10,42.0,полностью,1
674624705,Алматы,140000,2,22.0,полностью,2
681407400,Есильский,200000,12,56.0,полностью,2
688037408,Есильский,300000,3,66.4,полностью,1
684525067,Есильский,200000,2,60.0,полностью,1
686320589,Сарыарка,500000,13,100.0,полностью,2
686446650,Алматы,400000,22,100.0,полностью,2
688357461,Алматы,240000,5,78.0,полностью,4
688349569,Алматы,200000,5,50.0,полностью,1
688517785,Есильский,200000,1,32.0,полностью,2
686872749,Есильский,70000,2,44.0,частично,2
688538600,Есильский,200000,9,60.0,полностью,2
688040441,Есильский,220000,5,50.0,полностью,2
688538422,Алматы,150000,4,40.0,полностью,3
688538415,Байконур,200000,1,60.0,частично,1
687636318,Есильский,180000,8,44.0,полностью,1
688537725,Есильский,250000,8,41.0,полностью,1
688537558,Астана,290000,6,42.0,частично,1
688537510,Нура,230000,11,63.0,полностью,2
684583339,Сарыарка,150000,9,38.0,полностью,1
688368471,Есильский,250000,12,80.0,полностью,2
678491213,Есильский,1200000,4,133.0,частично,2
679902072,Есильский,200000,12,80.0,полностью,1
687865322,Есильский,250000,8,52.0,полностью,3
688537072,Алматы,280000,7,90.0,полностью,2
685596161,Есильский,250000,3,63.0,полностью,3
687094356,Есильский,220000,4,40.0,полностью,1
680397598,Байконур,135000,2,35.0,частично,1
683736075,Алматы,220000,8,72.0,полностью,1
687216744,Сарыарка,250000,7,101.0,без мебели,1
688536588,Есильский,230000,1,60.0,полностью,1
687067962,Есильский,220000,6,65.0,полностью,1
688536503,Нура,170000,10,40.0,полностью,1
669106239,Есильский,195000,2,56.1,полностью,1
667849223,Астана,650000,18,110.0,полностью,1
677299239,Алматы,280000,17,60.0,полностью,2
662998830,Есильский,470000,15,170.0,полностью,2
688523549,Есильский,350000,13,50.0,полностью,2
688535763,Алматы,350000,7,80.0,полностью,1
660534755,Есильский,170000,7,44.0,полностью,3
